paper_id,title,status,pred_score,gt_avg_score,abs_error,cost_usd,openrouter_calls,input_tokens,output_tokens,total_tokens,job_id,review_path,error,pred_decision,gt_binary,gt_score_0,gt_score_1,gt_score_2,gt_score_3,gt_score_4,gt_score_5,gt_score_6
9h2c2rMSY1,Weighted Conformal Prediction for Time-Dependent PDEs,completed,6.0,3.33,2.67,0.03099061,28,2737760,25491,2763251,17384946-3305-4461-b9f0-153cb0c6c041,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/9h2c2rMSY1.md,,,Reject,2.0,2.0,6.0,,,,
BGEdvJ35PV,Diffuse and Steer: Corrective Sampling for Stable 3D Molecular Generation,completed,6.0,3.33,2.67,0.02821352,23,2257464,19580,2277044,52b7d516-342d-4863-87a1-7bae159383c6,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/BGEdvJ35PV.md,,,Reject,4.0,2.0,4.0,,,,
7L7kmHHfgf,PIRN: Prototypical-based Intra-modal Reconstruction with Normality Communication for Multi-modal Anomaly Detection.,completed,6.0,5.5,0.5,0.04018034,38,4312982,31055,4344037,017e29c7-93c1-48a7-a526-236d97f2adc0,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/7L7kmHHfgf.md,,,Accept,4.0,6.0,6.0,6.0,,,
AB3jM3iMaW,Self-Exploring Language Models for Explainable Link Forecasting on Temporal Graphs via Reinforcement Learning,completed,6.5,5.0,1.5,0.03550496,32,3552538,23465,3576003,c2b0400d-8869-463e-9ab7-ceb4cf353412,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/AB3jM3iMaW.md,,,Reject,8.0,2.0,4.0,6.0,,,
BiXwSIIMIq,Taming Score-Based Denoisers in ADMM: A Convergent Plug-and-Play Framework,completed,6.0,4.5,1.5,0.0405196,29,4110000,20109,4130109,e972ee59-4ff7-4c0d-8344-a560431637bb,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/BiXwSIIMIq.md,,,Accept,6.0,4.0,4.0,4.0,,,
Bf4FeuW0Mr,DemoGrasp: Universal Dexterous Grasping from a Single Demonstration,completed,6.5,7.0,0.5,0.03275595,26,2878216,22218,2900434,2f982fb3-3a53-4801-82c0-b29b27acdeb9,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Bf4FeuW0Mr.md,,,Accept,6.0,6.0,8.0,8.0,,,
D5PJX02Jki,Beyond Real: Imaginary Extension of Rotary Position Embeddings for Long-Context LLMs,completed,6.0,6.0,0.0,0.01586135,6,330142,5355,335497,a6a619e3-44fa-4fa7-af30-d70870e6f5ce,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/D5PJX02Jki.md,,,Accept,8.0,6.0,4.0,6.0,,,
BDNctVKwuD,Improving Feature Alignment in ConvNets using ContrastiveCAMs and Core-Focused Cross-Entropy,completed,6.0,1.33,4.67,0.03356758,28,3072807,24410,3097217,fb9ba378-b057-4f6e-8caa-37c164033df8,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/BDNctVKwuD.md,,,Reject,2.0,2.0,0.0,,,,
A4Us8jxVGq,How Do Transformers Learn to Associate Tokens: Gradient Leading Terms Bring Mechanistic Interpretability,completed,6.0,7.2,1.2,0.03734802,37,3801222,28762,3829984,80f70f43-7170-4c4f-9b7d-3bcac1d63b93,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/A4Us8jxVGq.md,,,Accept,8.0,6.0,6.0,8.0,8.0,,
CQ0U1wZYoy,Seeing Through the PRISM: Compound & Controllable Restoration of Scientific Images,completed,7.0,4.0,3.0,0.02016102,9,398528,5281,403809,f06206b7-81b6-4048-9e4b-efdec6884337,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/CQ0U1wZYoy.md,,,Accept,2.0,4.0,4.0,4.0,6.0,,
BzqkbJTsbq,DPG: Exploiting Data and Process Knowledge for Diffusion Guidance,completed,6.0,3.5,2.5,0.03895586,33,3771073,28693,3799766,8212cf90-33a4-41d6-a8b2-1b49734dc441,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/BzqkbJTsbq.md,,,Reject,4.0,2.0,4.0,4.0,,,
C6WWMryELL,On Stable Long-Form Generation: Benchmarking and Mitigating Length Volatility,completed,6.0,5.5,0.5,0.03284652,29,3104222,23438,3127660,38b53c60-e3eb-410c-8f8e-baba0b4c976a,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/C6WWMryELL.md,,,Reject,6.0,4.0,6.0,6.0,,,
CFuNu8dK4s,Vidar: Embodied Video Diffusion Model for Generalist Manipulation,completed,6.0,4.0,2.0,0.0338672,33,3427578,22268,3449846,b32c5c8f-23cc-4522-9552-7e0d546dd6db,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/CFuNu8dK4s.md,,,Reject,6.0,4.0,2.0,4.0,,,
CrCPeM5fRB,SDSC:A Structure-Aware Metric for Semantic Signal Representation Learning,completed,6.0,3.5,2.5,0.02970524,24,2479695,21106,2500801,d7d62475-cff6-46c1-8637-642cfa5dd3c0,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/CrCPeM5fRB.md,,,Reject,4.0,2.0,4.0,4.0,,,
CTEXdHB1BB,Conditional Advantage Estimation for Reinforcement Learning in Large Reasoning Models,completed,6.0,5.0,1.0,0.03430657,28,3243905,21970,3265875,8593692d-5335-47df-9a24-97e908715b04,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/CTEXdHB1BB.md,,,Accept,6.0,4.0,2.0,8.0,,,
DAPcmFcqgd,MoEP: Compact and Efficient Sparsity with Modular Expert Paths,completed,5.0,1.0,4.0,0.02928039,25,2420461,22926,2443387,c71d5569-2cf6-4d31-98af-a934c5c0d441,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/DAPcmFcqgd.md,,,Reject,2.0,2.0,0.0,0.0,,,
FEqZmGl36g,ESS-Flow: Training-free guidance of flow-based models as inference in source space,completed,6.0,4.8,1.2,0.0277498,27,2587585,18256,2605841,7db42cb6-e200-416e-a083-d6a79d30171c,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/FEqZmGl36g.md,,,Reject,6.0,4.0,2.0,6.0,6.0,,
DB2KJKFX0d,BDSB: Brain Disk Schrödinger Bridge for Enhancing 3T BOLD fMRI using Unpaired 7T Data for Visual Retinotopic Decoding,completed,5.5,3.5,2.0,0.0330667,30,3183311,22500,3205811,c52ef0a6-71fe-4ad9-9a7f-efa2830cdc64,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/DB2KJKFX0d.md,,,Reject,6.0,4.0,2.0,2.0,,,
DZUehXNiBn,Efficient Causal Structure Learning via Modular Subgraph Integration,completed,6.0,4.0,2.0,0.03805258,31,3876938,23275,3900213,ad9b1a36-a092-4113-9d26-a6342791f81a,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/DZUehXNiBn.md,,,Reject,4.0,2.0,4.0,6.0,,,
FDlvVdh1sB,Flow-Guided Latent Refiner Policies for Safe Offline Reinforcement Learning,completed,6.5,4.0,2.5,0.0334914,25,3003101,20669,3023770,554cdb71-a5ef-4dec-a70a-556e681ae9b1,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/FDlvVdh1sB.md,,,Reject,2.0,4.0,6.0,4.0,,,
CNrU5kGJYG,TrojanTO: Action-Level Backdoor Attacks Against Trajectory Optimization Models,completed,6.0,5.5,0.5,0.03632707,33,3636267,28127,3664394,8d995be7-033a-4b88-9f2d-5574500062dd,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/CNrU5kGJYG.md,,,Accept,6.0,6.0,4.0,6.0,,,
FF9QVQduAu,Towards a Foundation Model for Crowdsourced Label Aggregation,completed,6.0,5.0,1.0,0.03091335,27,2830563,21275,2851838,966729b0-d125-4bbe-b415-b3a974e74eeb,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/FF9QVQduAu.md,,,Accept,2.0,6.0,4.0,8.0,,,
EbSkBZQF9g,Mechanistic Interpretability analysis of a single-layer transformer on 0-1 knapsack,completed,4.0,0.5,3.5,0.02916192,27,2573891,22369,2596260,e1626723-e0cf-4473-b427-d6f01ad1ea13,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/EbSkBZQF9g.md,,,Reject,0.0,0.0,2.0,0.0,,,
FlcMckO6x5,"Separable Neural Networks: Approximation Theory, NTK Regime, and Preconditioned Gradient Descent",completed,6.0,6.0,0.0,0.03694488,26,3473838,17907,3491745,f93ca193-35b5-45c1-b8c2-e242fe01f964,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/FlcMckO6x5.md,,,Accept,6.0,8.0,4.0,6.0,,,
FtL9eEmU6v,EditBench: Evaluating LLM Abilities to Perform Real-World Instructed Code Edits,completed,7.0,7.5,0.5,0.02952684,28,2725594,22144,2747738,fb0c06a3-09cb-4f7b-974f-71d19748dea3,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/FtL9eEmU6v.md,,,Accept,6.0,10.0,8.0,6.0,,,
FMjeC9Msws,The Art of Scaling Reinforcement Learning Compute for LLMs,completed,6.0,7.5,1.5,0.03368104,27,2957210,26103,2983313,71787119-a575-46f7-8b0f-b982ae265217,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/FMjeC9Msws.md,,,Accept,8.0,6.0,8.0,8.0,,,
GE0b5aQAvm,Neural Policy Ensembles are Sub-Optimal,completed,4.0,2.67,1.33,0.03377555,35,3561915,21569,3583484,e842a46b-f545-450e-8b3b-e1853426e7ee,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/GE0b5aQAvm.md,,,Reject,2.0,4.0,2.0,,,,
Dxb9zYD23D,Time Series as Videos: Spectro-Temporal Generative Diffusion,completed,6.0,3.5,2.5,0.0373591,39,4046003,29844,4075847,ffa0594a-8f6a-402b-821c-85ef73d9dc62,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Dxb9zYD23D.md,,,Reject,4.0,4.0,2.0,4.0,,,
GFWfR4G5fm,Test Time Training for Supervised Causal Learning,completed,6.0,4.5,1.5,0.03456671,30,3266591,24790,3291381,a9ea5605-723e-44c5-b5a6-60caba7a3f06,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/GFWfR4G5fm.md,,,Reject,4.0,4.0,2.0,8.0,,,
FkTEc3XEL6,MOCHA: Multi-sample Omics Cohorts with Human Annotation,completed,4.0,0.5,3.5,0.03141652,36,3103285,27392,3130677,b74431da-aed8-4ceb-957a-c2a6dc056b78,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/FkTEc3XEL6.md,,,Reject,0.0,0.0,2.0,0.0,,,
GMlZt4fZSY,MobileLLM-R1: Exploring the Limits of Sub-Billion Language Model Reasoners with Open Training Recipes,completed,6.0,7.0,1.0,0.03305674,25,2994464,18543,3013007,4b1119f5-2a4d-4d60-b3b3-228e5f01df25,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/GMlZt4fZSY.md,,,Accept,6.0,8.0,8.0,6.0,,,
GODFBZhFcX,From Assumptions to Actions: Turning LLM Reasoning into Uncertainty-Aware Planning for Embodied Agents,completed,6.0,4.5,1.5,0.03084327,32,3199300,19485,3218785,a6ddd149-c8b0-465c-a4f6-92f222843882,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/GODFBZhFcX.md,,,Accept,6.0,2.0,6.0,4.0,,,
Gk7gLAtVDO,Is it Thinking or Cheating?  Detecting Implicit Reward Hacking by Measuring Reasoning Effort,completed,6.5,7.5,1.0,0.03049762,24,2667776,19146,2686922,d8380165-f148-4499-9cd3-2cdb2b01eb68,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Gk7gLAtVDO.md,,,Accept,8.0,8.0,8.0,6.0,,,
GRufFX1gAy,InnoGym: Benchmarking the Innovation Potential of AI Agents,completed,5.0,4.5,0.5,0.03428709,28,3047167,24496,3071663,37e36a90-f7e3-4ef4-8f5c-51385fc8cfec,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/GRufFX1gAy.md,,,Accept,4.0,4.0,6.0,4.0,,,
Hf7jMztvve,The Secret Agenda: LLMs Strategically Lie and Our Current Safety Tools Are Blind,completed,5.0,4.67,0.33,0.02581769,20,1774519,20871,1795390,25fc559d-616d-458b-948f-d5bd3b94477e,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Hf7jMztvve.md,,,Reject,2.0,6.0,6.0,,,,
GiItKTlJIB,How Much Chain-of-Thought Do LLMs Really Need for Physics?,completed,5.0,3.0,2.0,0.0324034,31,3055438,25738,3081176,91af3195-913f-44c6-829c-21417432f284,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/GiItKTlJIB.md,,,Reject,2.0,4.0,2.0,4.0,,,
GMP1S4R6Ke,LoRA-Mixer: Coordinate Modular LoRA Experts Through Serial Attention Routing,completed,5.0,5.33,0.33,0.03443026,28,1937984,14531,1952515,a32b790e-d2b1-427e-8b79-7cb0429aab57,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/GMP1S4R6Ke.md,,,Accept,4.0,6.0,6.0,,,,
HA8vzzT6Ax,Improving the Trade-off Between Watermark Strength and Speculative Sampling Efficiency for Language Models,completed,6.5,6.67,0.17,0.03345072,28,3105078,23788,3128866,9524ba46-530d-4456-aaf7-423bfb1cb1b9,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/HA8vzzT6Ax.md,,,Accept,6.0,6.0,8.0,6.0,8.0,6.0,
HvFpfea8XA,Dynamic Context Adaptation for Consistent Role-Playing Agents with Retrieval-Augmented Generations,completed,5.0,4.5,0.5,0.03165639,33,3256284,22121,3278405,18ba5999-210d-4b61-b646-eea6740f9daf,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/HvFpfea8XA.md,,,Reject,4.0,2.0,6.0,6.0,,,
HHYd4Pz5Lp,DelRec: learning delays in recurrent spiking neural networks.,completed,6.5,1.33,5.17,0.0343423,39,3873063,22373,3895436,77b65fe4-038d-4e92-811d-ce0908d833ef,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/HHYd4Pz5Lp.md,,,Reject,0.0,2.0,2.0,,,,
IFCUMN8Fp1,Towards Learning POMDPs Without Full Observability,completed,6.0,4.5,1.5,0.03698409,30,3698519,22303,3720822,57ec0f1f-bbcd-43d4-9678-197cca3a247b,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/IFCUMN8Fp1.md,,,Reject,4.0,6.0,2.0,6.0,,,
GiaF5cFIpI,Adaptive stimulation & response modeling of latent neural dynamics,completed,5.0,3.5,1.5,0.03830458,38,4190657,26687,4217344,864622b9-d1a4-4677-861c-9487ff6ddd63,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/GiaF5cFIpI.md,,,Reject,6.0,2.0,4.0,2.0,,,
IU4rqTlpRb,Rethinking Benign Relearning: Syntax as the Hidden Driver of Unlearning Failures,completed,6.5,5.33,1.17,0.03190208,26,2939060,19542,2958602,902c8e85-1ffe-4df3-b7ec-3acd47b49679,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/IU4rqTlpRb.md,,,Accept,6.0,6.0,4.0,,,,
IHyY6vdYZw,VisualPRM400K: An Effective Dataset for Training Multimodal Process Reward Models,completed,6.0,5.0,1.0,0.03527738,26,3123786,23153,3146939,185be5ab-e177-4296-b30d-960b3bc88258,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/IHyY6vdYZw.md,,,Accept,4.0,8.0,2.0,6.0,,,
IOKftyz5iP,Adaptive World Models for Data-Efficient Learning (AWML),completed,5.0,3.0,2.0,0.02953976,25,2429915,23453,2453368,3c8b4919-4ae2-45c8-9d1b-8da7094d68a3,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/IOKftyz5iP.md,,,Reject,2.0,4.0,2.0,4.0,,,
H1s6SBhzlg,Beyond Majority Voting: LLM Aggregation by Leveraging Higher-Order Information,completed,6.0,4.0,2.0,0.03679146,29,3265968,32608,3298576,27b3a464-ea80-482f-9884-7a1a3c23698d,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/H1s6SBhzlg.md,,,Reject,4.0,4.0,4.0,4.0,,,
HwyYpLxY0G,Aligned Textual Scoring Rule,completed,5.5,0.5,5.0,0.03718303,38,3997668,28671,4026339,79bdfc75-917d-4f60-93a5-7ebc7fa396cd,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/HwyYpLxY0G.md,,,Reject,2.0,0.0,0.0,0.0,,,
IeNXtofK6T,PromptArmor: An Essential Baseline for Prompt Injection Defenses,completed,6.0,3.5,2.5,0.03151625,29,3130510,19216,3149726,09581866-27e4-41d0-aeaf-93cd425452d7,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/IeNXtofK6T.md,,,Reject,2.0,6.0,2.0,4.0,,,
Ir0HMkRpYb,Stylos: Multi-View 3D Stylization with Single-Forward Gaussian Splatting,completed,6.0,7.0,1.0,0.0293343,24,2461267,18960,2480227,84ac6abd-842f-4326-b892-933c848e3419,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Ir0HMkRpYb.md,,,Accept,8.0,6.0,8.0,6.0,,,
IdJakw2jta,Towards Long-Form Spatio-Temporal Video Grounding,completed,6.0,4.5,1.5,0.03581103,30,3459821,25131,3484952,26c78b1b-1f71-49a3-941c-cad27fdb479b,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/IdJakw2jta.md,,,Reject,4.0,6.0,4.0,4.0,,,
Iq1fNZus2W,Patch-Wise and Keyword-Aware: Efficient Multi-Condition Control of Diffusion Transformers via Position-Aligned and Keyword-Scoped Attention,completed,6.0,3.0,3.0,0.03501822,31,3379242,22950,3402192,7712b96d-b4aa-4337-a3db-3cdb9d7bacfa,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Iq1fNZus2W.md,,,Reject,2.0,2.0,4.0,4.0,,,
JEN4nsDgh9,"Do I look like a ""cat.n.01"" to you? A Taxonomy Image Generation Benchmark",completed,6.0,3.5,2.5,0.03124208,29,2969005,20213,2989218,8b552cd0-eadc-4136-90ca-c413c58e22dc,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/JEN4nsDgh9.md,,,Reject,4.0,4.0,2.0,4.0,,,
IvG90aRAL0,Quantum Algorithms for Projection-Free Sparse Convex Optimization,completed,6.0,4.0,2.0,0.03206494,25,2756701,23307,2780008,9f8cd717-7d22-491b-b9b2-de264d02a5fe,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/IvG90aRAL0.md,,,Reject,6.0,4.0,4.0,4.0,2.0,,
JhziZbaefH,Online Multimodal Learning with Human-in-the-Loop,completed,5.0,2.5,2.5,0.03058815,25,2654233,19028,2673261,4f93fa82-6c83-492f-9177-30bbee65abaa,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/JhziZbaefH.md,,,Reject,2.0,2.0,4.0,2.0,,,
KAZpuq2W4Y,Multi-Instance Learning for Whole-Slide Image Classification Using  Higher-Order Moments,completed,6.0,2.67,3.33,0.02905724,26,2477512,22392,2499904,7123862d-1a32-4288-93de-5bb4e6bd0f36,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/KAZpuq2W4Y.md,,,Reject,2.0,4.0,2.0,,,,
JEYWpFGzvn,InfoTok: Adaptive Discrete Video Tokenizer via Information-Theoretic Compression,completed,7.0,7.33,0.33,0.03509264,27,3183431,25536,3208967,beeb11ca-c086-4242-9e85-b94e4b547207,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/JEYWpFGzvn.md,,,Accept,8.0,6.0,8.0,,,,
JdVTWjjnR6,HiTNet: Hippocampal-Thalamic Inspired Dual-Stream Network for Multimodal Sentiment Analysis under Missing Data,completed,5.5,5.0,0.5,0.03530775,28,3207653,27239,3234892,80a9704f-4dd3-4882-ab4b-26ec7f76d7a6,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/JdVTWjjnR6.md,,,Reject,6.0,6.0,4.0,6.0,6.0,2.0,
KDIgNmK8YT,WorldAlignment: Benchmarking Expert-Level Human Preference Alignment across Domains and Aspects,completed,5.5,2.5,3.0,0.03440633,31,3354669,23455,3378124,c5e9fd72-17a0-44ae-8aab-011bd652631c,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/KDIgNmK8YT.md,,,Reject,2.0,2.0,4.0,2.0,,,
KsWRLyIAKP,A Temporal Graph Learning Framework for Lead-Lag Detection in Financial Markets,completed,5.0,3.2,1.8,0.03338103,25,2883628,23187,2906815,a8dce2b2-ee8d-4544-86ab-0448d970931d,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/KsWRLyIAKP.md,,,Reject,4.0,2.0,2.0,4.0,4.0,,
M14YpuTejd,Understanding the Task and Data Misconceptions in Online Map Based Motion Prediction for Autonomous Driving and a Boundary-Free Baseline,completed,5.0,4.0,1.0,0.03095123,22,2512078,19776,2531854,68ae00a8-0613-4fc2-89b1-66fcb275e397,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/M14YpuTejd.md,,,Reject,6.0,2.0,4.0,,,,
KsmTaPygR9,ManagerBench: Evaluating the Safety-Pragmatism Trade-off in Autonomous LLMs,completed,6.5,5.5,1.0,0.03358443,33,3387183,23894,3411077,494f7635-40b4-4ff0-9a22-5e633e5fbc51,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/KsmTaPygR9.md,,,Accept,4.0,8.0,6.0,4.0,,,
JjJzbMDGsx,Language Confusion Gate: Language-Aware Decoding Through Model Self-Distillation,completed,6.0,7.0,1.0,0.03552346,33,3504761,28729,3533490,c7476c24-ead3-4fd4-b70b-ddb26415322f,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/JjJzbMDGsx.md,,,Accept,8.0,6.0,6.0,8.0,,,
Ksvv8x00eo,CaTS-Bench: Can Language Models Describe Numeric Time Series?,completed,6.5,3.5,3.0,0.03751616,36,3829720,23957,3853677,b6933ddd-5846-4a51-ad62-2a3f9dfb8cfd,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Ksvv8x00eo.md,,,Reject,6.0,2.0,4.0,2.0,,,
Me0n0iESJY,OptMerge: Unifying Multimodal LLM Capabilities and Modalities via Model Merging,completed,6.0,6.0,0.0,0.03575078,26,3398650,19061,3417711,7f661781-1ebe-45aa-a4e0-99797694664b,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Me0n0iESJY.md,,,Accept,4.0,8.0,8.0,4.0,,,
LD6B7AvkZq,Unraveling Syntax: How Language Models Learn Context-Free Grammars,completed,5.0,3.0,2.0,0.03414071,30,3213641,26349,3239990,f30ccbbc-e08b-41b4-b6c3-7a56164be891,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/LD6B7AvkZq.md,,,Reject,4.0,4.0,2.0,2.0,,,
Kw2mvnzCoc,TSPulse: Tiny Pre-Trained Models with Disentangled Representations for Rapid Time-Series Analysis,completed,5.0,4.5,0.5,0.04167225,50,5419403,25199,5444602,50a04f0d-65e9-4c7e-ad7e-6f238ed35de0,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Kw2mvnzCoc.md,,,Accept,6.0,6.0,4.0,2.0,,,
MPhnlqdU9Z,MIRA: Quantifying Neural Network Monitorability via Feature Space Analysis,completed,5.5,4.0,1.5,0.03430344,28,3102648,26355,3129003,1ec32c70-a82d-46e7-b032-4b101807f6cd,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/MPhnlqdU9Z.md,,,Reject,4.0,2.0,6.0,,,,
MrJoBgN1VO,GeoGramBench: Benchmarking the Geometric Program Reasoning in Modern LLMs,completed,6.0,5.5,0.5,0.03456669,31,3380866,23975,3404841,d37806a4-69cf-4d31-a842-8a3c97d1fde6,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/MrJoBgN1VO.md,,,Accept,6.0,6.0,4.0,6.0,,,
LHSea6DI8U,A General Spatio-Temporal Backbone with Scalable Contextual Pattern Bank for Urban Continual Forecasting,completed,6.0,6.0,0.0,0.03734495,32,3725497,27978,3753475,397a504b-9c2c-4ae9-b3b7-5b1f238604d2,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/LHSea6DI8U.md,,,Accept,6.0,8.0,4.0,,,,
MwuSvrthXq,Reinforcement Learning for Heterogeneous DAG Scheduling with Weighted Cross-Attention,completed,6.5,4.0,2.5,0.03283512,28,3032491,23826,3056317,1765cee5-ea94-4f3f-a7ae-572003251d6e,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/MwuSvrthXq.md,,,Reject,6.0,4.0,2.0,4.0,,,
MQmrcX5jnk,Learning Boltzmann Generators via Constrained Mass Transport,completed,7.0,6.0,1.0,0.0362416,31,3398949,31515,3430464,58fc5c42-d934-4a6a-9953-c2c7c8a5b778,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/MQmrcX5jnk.md,,,Accept,6.0,8.0,8.0,6.0,2.0,,
Mz98kwANpF,"Align, Don’t Divide: Revisiting the LoRA Architecture in Multi-Task Learning",completed,6.0,4.5,1.5,0.03235369,25,2870181,21412,2891593,dfb7821a-666c-4d54-a94a-dbb444b9b442,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Mz98kwANpF.md,,,Reject,4.0,4.0,4.0,6.0,,,
N8ntZEb4Ap,AutoNFS: Automatic Neural Feature Selection,completed,6.0,2.33,3.67,0.0291424,27,2650430,19153,2669583,3a521391-8ee7-4441-ba38-b01c6fbcec80,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/N8ntZEb4Ap.md,,,Reject,2.0,0.0,2.0,2.0,4.0,4.0,
